,,,,,,,,
,IndModel.adj.pvals,no.pathology.mean,pathology.mean,IndModel.FC,MixedModel.z,MixedModel.p,DEGs.Ind.Model,DEGs.Ind.Mix.models
RP11-77K12.1,0.937316111,0.002717866,0.004339771,0.675144528,NA,NA,FALSE,FALSE
ZNF18,0.937316111,0.015529531,0.017888963,0.204055463,0.020062055,0.98399387,FALSE,FALSE
PMP22,0.937316111,0.259416976,0.283807486,0.129639754,0.367264403,0.713421804,FALSE,FALSE
MRPL27,0.937316111,0.055931575,0.047494384,-0.235906029,0.820560085,0.411896891,FALSE,FALSE
TPD52L2,0.937374949,0.059748252,0.066048111,0.144620806,1.003918435,0.31541793,FALSE,FALSE
XRN1,0.937423436,0.181529341,0.203137644,0.162254861,0.629041129,0.52932213,FALSE,FALSE
RPL3L,0.937423436,0.002516809,0.002658543,0.079040287,NA,NA,FALSE,FALSE
PRMT6,0.93748407,0.003395141,0.005143817,0.59936781,NA,NA,FALSE,FALSE
RXRA,0.93748407,0.191041344,0.182323411,-0.06738507,-0.209820866,0.833807487,FALSE,FALSE
DIRAS1,0.937491787,0.009893539,0.009716092,-0.026110649,NA,NA,FALSE,FALSE
ASUN,0.937528036,0.017328547,0.013887959,-0.319316111,0.110565462,0.911960936,FALSE,FALSE
TGM1,0.937528036,0.00322132,0.00380327,0.239588132,NA,NA,FALSE,FALSE
TCTEX1D1,0.937671578,0.006803633,0.006767609,-0.007659172,NA,NA,FALSE,FALSE
MROH9,0.937671578,0.002905446,0.002836529,-0.034632694,NA,NA,FALSE,FALSE
YOD1,0.937671578,0.020270969,0.027811051,0.456243218,0.461039248,0.644770447,FALSE,FALSE
MYL5,0.937671578,0.00794479,0.007577241,-0.068336541,NA,NA,FALSE,FALSE
NAT8L,0.937671578,0.677251743,0.759357158,0.165086404,0.877517933,0.380205383,FALSE,FALSE
NFXL1,0.937671578,0.035449832,0.034123573,-0.055010058,0.905549683,0.365174251,FALSE,FALSE
RUFY3,0.937671578,0.536725527,0.562561157,0.067825438,1.719464669,0.085529796,FALSE,FALSE
MTTP,0.937671578,0.041004664,0.036140908,-0.18215528,0.739748141,0.459452831,FALSE,FALSE
GMNN,0.937671578,0.03930962,0.041537691,0.079538614,0.065305997,0.947930368,FALSE,FALSE
ZNF786,0.937671578,0.024498256,0.016473388,-0.572541732,-0.037300188,0.970245656,FALSE,FALSE
PPP1CA,0.937671578,0.034674542,0.039437682,0.185697911,0.131577485,0.895318495,FALSE,FALSE
GNS,0.937671578,0.058015527,0.069286845,0.256142402,0.010578423,0.991559797,FALSE,FALSE
TBC1D30,0.937671578,0.015074104,0.016511861,0.131430447,0.075661737,0.939688218,FALSE,FALSE
TCTN2,0.937671578,0.015592334,0.018027924,0.209396336,0.245827596,0.805815694,FALSE,FALSE
AHNAK2,0.937671578,0.007347804,0.010340836,0.492967825,NA,NA,FALSE,FALSE
MAPK8IP3,0.937671578,0.189425581,0.195002417,0.041860829,0.861335136,0.389053489,FALSE,FALSE
MIEN1,0.937671578,0.033081068,0.029970533,-0.142461072,0.372726597,0.709351939,FALSE,FALSE
PTRF,0.937671578,0.003153529,0.00366555,0.217062296,NA,NA,FALSE,FALSE
UMPS,0.937904327,0.018186257,0.019227461,0.080319623,-0.026851181,0.978578431,FALSE,FALSE
TBC1D13,0.938072063,0.03499538,0.051831018,0.566651259,0.706707312,0.479748385,FALSE,FALSE
DEPDC5,0.938072063,0.056970176,0.071835237,0.33448483,1.309919514,0.190223065,FALSE,FALSE
SEC16B,0.938141933,0.007717238,0.008226008,0.092107856,NA,NA,FALSE,FALSE
ATPIF1,0.93817657,0.080963538,0.081146539,0.003257229,0.704200993,0.481307613,FALSE,FALSE
DCST2,0.93817657,0.00251813,0.002418055,-0.058505726,NA,NA,FALSE,FALSE
PCYOX1L,0.93817657,0.009175244,0.007487121,-0.293335377,NA,NA,FALSE,FALSE
HEATR1,0.938181286,0.027459912,0.027199387,-0.013752874,0.811913126,0.416841482,FALSE,FALSE
MRPS22,0.938181286,0.014892739,0.014432224,-0.045315516,-0.354096428,0.723266619,FALSE,FALSE
CRIP3,0.938181286,0.007291794,0.010357134,0.506279135,0.488972035,0.624861495,FALSE,FALSE
GPR157,0.93828935,0.004996421,0.003024248,-0.724318272,NA,NA,FALSE,FALSE
B4GALT4,0.93828935,0.013662453,0.019744308,0.531220271,-0.346088953,0.729275865,FALSE,FALSE
EXOSC9,0.938327666,0.016687635,0.013090456,-0.350264185,0.902169824,0.366966662,FALSE,FALSE
UBL3,0.938327666,0.124538164,0.132965979,0.094469253,0.980445452,0.326866283,FALSE,FALSE
DNAH17,0.938327666,0.014273763,0.015408574,0.110367639,0.901955691,0.367080406,FALSE,FALSE
SERTAD3,0.938340668,0.007756513,0.011976634,0.626742446,0.167104631,0.867287722,FALSE,FALSE
ZC4H2,0.93836475,0.065344888,0.066086421,0.016279488,0.207730873,0.83543911,FALSE,FALSE
ZZZ3,0.938605404,0.174250285,0.182523787,0.066923478,0.418938621,0.675260991,FALSE,FALSE
WNT2B,0.938605404,0.017060851,0.01813301,0.087928792,0.236801852,0.812810515,FALSE,FALSE
AKT3,0.938605404,1.087023844,1.160437095,0.094284732,0.484265314,0.628197589,FALSE,FALSE
DPP7,0.938605404,0.144258976,0.1581782,0.1328897,0.939671136,0.347386275,FALSE,FALSE
PHRF1,0.938605404,0.033921617,0.032558766,-0.059158933,0.266577723,0.78979431,FALSE,FALSE
ST8SIA1,0.938605404,0.222412395,0.231421792,0.057287532,1.041494273,0.29764621,FALSE,FALSE
PUS1,0.938605404,0.023253969,0.021605459,-0.106081116,-0.035393395,0.971766051,FALSE,FALSE
DACT3,0.938605404,0.029981494,0.024396839,-0.297378086,0.075916247,0.939485731,FALSE,FALSE
CNTN4,0.938607796,0.052805459,0.051290935,-0.0419832,0.683741905,0.494138157,FALSE,FALSE
PACSIN3,0.938782994,0.009080805,0.012634033,0.476423084,0.011295686,0.990987538,FALSE,FALSE
WBP4,0.938782994,0.096443393,0.100518113,0.059701192,0.576518752,0.564264599,FALSE,FALSE
PHF20,0.938782994,0.140733569,0.131915521,-0.093352173,0.519422286,0.603466293,FALSE,FALSE
DERA,0.938838703,0.043195552,0.041255403,-0.066299687,0.514509418,0.606895877,FALSE,FALSE
SERTAD2,0.938910137,0.057004687,0.054950555,-0.052946493,0.150418631,0.880434343,FALSE,FALSE
KIAA1211,0.938910137,0.126576627,0.142818164,0.174168446,1.255298323,0.209370484,FALSE,FALSE
LIMK1,0.938910137,0.030605162,0.034488764,0.172351425,0.091578143,0.927033218,FALSE,FALSE
CPED1,0.938910137,0.04528327,0.051836169,0.194980957,-0.31916962,0.749597893,FALSE,FALSE
FAM71F2,0.938910137,0.024210862,0.0238245,-0.023208477,0.726922961,0.467273151,FALSE,FALSE
OTUD7A,0.938910137,0.526068083,0.521966517,-0.011292258,-0.599111573,0.549098485,FALSE,FALSE
RSL1D1,0.938910137,0.02483841,0.021016988,-0.241016871,0.434988636,0.663570676,FALSE,FALSE
FBRS,0.938910137,0.031550258,0.034348733,0.122605079,0.793034773,0.427757563,FALSE,FALSE
CDYL2,0.938910137,0.05103052,0.048109388,-0.08504192,0.998812321,0.317885616,FALSE,FALSE
SEPT9,0.938910137,0.107018692,0.120926275,0.176264942,0.118693381,0.905518281,FALSE,FALSE
ZNF20,0.939743537,0.014684665,0.025244039,0.781632431,-0.05041344,0.959792927,FALSE,FALSE
P3H1,0.939847839,0.021518454,0.031136187,0.533017839,0.951508634,0.341346238,FALSE,FALSE
SH3GLB1,0.939847839,0.07813574,0.080313739,0.039664207,1.116405258,0.264248704,FALSE,FALSE
LGI1,0.939847839,0.571063933,0.621073893,0.121112653,1.101090644,0.270857209,FALSE,FALSE
ICT1,0.939847839,0.015077779,0.016369561,0.118591759,0.778760598,0.436120752,FALSE,FALSE
TADA3,0.940192728,0.069633866,0.074106468,0.089810332,0.939697985,0.347372499,FALSE,FALSE
CAPN5,0.940456513,0.011062957,0.016116618,0.542811918,-0.12259374,0.902428812,FALSE,FALSE
ZNF195,0.940827966,0.030809586,0.036096985,0.228499064,0.469264754,0.638880405,FALSE,FALSE
EPHA10,0.941147437,0.007437119,0.008406592,0.176777088,0.299014967,0.764928626,FALSE,FALSE
SDR39U1,0.941147437,0.050093768,0.053516887,0.095363047,0.915004256,0.360189396,FALSE,FALSE
TSPAN33,0.941442865,0.01085173,0.016575194,0.611100684,0.703301166,0.481868084,FALSE,FALSE
ATXN2L,0.941442865,0.067064261,0.070360352,0.069218571,0.770294892,0.441124986,FALSE,FALSE
ZNF768,0.941442865,0.024266896,0.030484501,0.329086355,0.118976038,0.90529434,FALSE,FALSE
DDX19A,0.941442865,0.011769041,0.020326775,0.788384616,0.809348373,0.418314789,FALSE,FALSE
TLK2,0.941442865,0.123145194,0.135060859,0.133249316,1.676234781,0.093692214,FALSE,FALSE
CAPS,0.941442865,0.046120569,0.04742521,0.040243861,0.930896076,0.351907325,FALSE,FALSE
LRP8,0.941964564,0.060084857,0.065023944,0.113969632,0.582876593,0.559976379,FALSE,FALSE
PRKCA,0.942029319,1.833443936,1.85546743,0.017226525,0.098542696,0.92150137,FALSE,FALSE
NEXN,0.942042521,0.013887601,0.01973568,0.507008776,0.393256862,0.694129776,FALSE,FALSE
ASB7,0.942042521,0.043685632,0.043591796,-0.003102221,0.513746384,0.607429318,FALSE,FALSE
CDK11A,0.94222336,0.058931784,0.063508495,0.107903639,0.664204932,0.506559157,FALSE,FALSE
CLPTM1L,0.94222336,0.027442671,0.022735315,-0.271485931,0.067365683,0.946290588,FALSE,FALSE
DNAH5,0.94222336,0.014420514,0.011308945,-0.350658222,-0.318982957,0.749739436,FALSE,FALSE
RNF111,0.942401917,0.115387817,0.12699475,0.138277948,1.028203594,0.303854068,FALSE,FALSE
CPS1,0.942619938,0.010492108,0.014712006,0.487689442,-0.041300518,0.96705632,FALSE,FALSE
WDR44,0.942619938,0.05519138,0.055679787,0.012710742,0.986667405,0.323805714,FALSE,FALSE
CA1,0.942619938,0.021330883,0.021275246,-0.003767905,0.821751946,0.411218088,FALSE,FALSE
KIFC3,0.942619938,0.065728177,0.079347715,0.271676711,0.150361567,0.880479361,FALSE,FALSE
CBX1,0.942619938,0.032529177,0.032396032,-0.005917206,0.470717559,0.637842443,FALSE,FALSE
UBFD1,0.942650898,0.017893188,0.02150044,0.264955736,0.114397443,0.908922741,FALSE,FALSE
RUNX1T1,0.942689414,0.22449202,0.231120772,0.04198277,0.771481717,0.440421455,FALSE,FALSE
PTRH1,0.942775726,0.020865985,0.020946722,0.005571496,0.801779268,0.422680653,FALSE,FALSE
CLDN20,0.942986909,0.008053159,0.006340028,-0.345065516,NA,NA,FALSE,FALSE
FAM107B,0.943079787,0.032308103,0.027322741,-0.24179384,-0.014069791,0.988774301,FALSE,FALSE
FAM160A1,0.943203263,0.009834589,0.008304449,-0.243980345,-0.293120102,0.769430352,FALSE,FALSE
CARD11,0.943203263,0.007294969,0.005859097,-0.316223507,NA,NA,FALSE,FALSE
CACNA1C,0.943203263,0.269156214,0.311134204,0.209093271,1.522234816,0.127950254,FALSE,FALSE
ITPKA,0.943203263,0.016354641,0.017017111,0.057286063,0.742068239,0.458045992,FALSE,FALSE
ANKRD29,0.943203263,0.042449239,0.043152999,0.023722142,0.574068747,0.565921281,FALSE,FALSE
KDM7A,0.94328706,0.055971123,0.060507693,0.112435882,0.227753667,0.819837748,FALSE,FALSE
MBLAC2,0.943532316,0.007994244,0.009602047,0.26438027,0.695209781,0.486923844,FALSE,FALSE
RP11-11N7.5,0.943536025,0.008782426,0.006514611,-0.430940605,NA,NA,FALSE,FALSE
CARD19,0.943536025,0.074995908,0.095758468,0.352588184,1.286336327,0.19832571,FALSE,FALSE
IL34,0.943536025,0.00817187,0.008016745,-0.027649725,0.60880592,0.542653089,FALSE,FALSE
C11orf95,0.94358346,0.013465565,0.015617349,0.213874832,0.72112238,0.470834222,FALSE,FALSE
TPPP,0.943656302,0.015719067,0.034299571,1.125674915,-0.23398074,0.814999931,FALSE,FALSE
AVEN,0.943690627,0.040516994,0.042035661,0.053086608,0.935035179,0.34977017,FALSE,FALSE
STRIP1,0.943764847,0.0555507,0.055911209,0.009332445,0.439999406,0.659937538,FALSE,FALSE
RBM15,0.943764847,0.012767758,0.014994254,0.231904527,-0.05488858,0.95622723,FALSE,FALSE
SRGAP2B,0.943764847,0.011400908,0.013400517,0.233139945,0.733426795,0.463298162,FALSE,FALSE
ANKRD35,0.943764847,0.032454415,0.037188224,0.196431117,0.805145216,0.420735886,FALSE,FALSE
CHMP3,0.943764847,0.017042987,0.019779647,0.214838508,0.009667582,0.992286506,FALSE,FALSE
TSPAN4,0.943764847,0.029517194,0.028543344,-0.048401231,0.021483766,0.982859753,FALSE,FALSE
TMTC1,0.943764847,0.19172459,0.192704213,0.007352726,0.932808899,0.350918645,FALSE,FALSE
ZNF570,0.943764847,0.011902665,0.012685858,0.091936454,0.624895108,0.532039903,FALSE,FALSE
POLE,0.943790063,0.015368835,0.019515031,0.344578017,0.612595654,0.540143732,FALSE,FALSE
PPP1R18,0.943902935,0.017713172,0.019228123,0.118395364,0.022854584,0.981766268,FALSE,FALSE
CSNK1D,0.943902935,0.095566141,0.106367336,0.154483726,1.20935745,0.226525548,FALSE,FALSE
RC3H1,0.944001983,0.129155899,0.129762685,0.006762038,1.090704984,0.275402717,FALSE,FALSE
FAIM2,0.944261912,0.14183259,0.160646354,0.179699167,0.806094171,0.420188553,FALSE,FALSE
PHF8,0.944328493,0.064276109,0.067537046,0.07139649,0.989676067,0.322332477,FALSE,FALSE
CLSTN3,0.944328493,0.026241281,0.024686388,-0.088122414,-0.471743002,0.637110239,FALSE,FALSE
PSD4,0.944335512,0.013104073,0.021256909,0.697916444,0.305399966,0.760061547,FALSE,FALSE
GPN1,0.944392559,0.01065935,0.013101331,0.297593945,0.36197178,0.717373118,FALSE,FALSE
CHCHD4,0.944392559,0.006625249,0.00774937,0.226104367,NA,NA,FALSE,FALSE
HEMK1,0.944392559,0.024968785,0.028777979,0.204839635,0.820630198,0.411856942,FALSE,FALSE
GFM1,0.944392559,0.032729619,0.038646032,0.239723505,0.165054139,0.86890137,FALSE,FALSE
LACE1,0.944392559,0.128592432,0.135384299,0.074254692,0.263229367,0.792373797,FALSE,FALSE
CYP7B1,0.944392559,0.216411593,0.221843377,0.035763695,0.160859978,0.872203684,FALSE,FALSE
HNRNPK,0.944392559,0.136298388,0.155089209,0.186329802,0.808346252,0.418891284,FALSE,FALSE
HS3ST3B1,0.944392559,0.035642488,0.035624589,-0.000724648,0.076510702,0.9390128,FALSE,FALSE
METTL2A,0.944392559,0.014554417,0.016594807,0.189274786,0.227795125,0.819805517,FALSE,FALSE
ZIM2,0.944392559,0.008956863,0.011169622,0.318514847,0.722694465,0.469867617,FALSE,FALSE
MRPL33,0.94439923,0.073397944,0.075502599,0.040786665,0.12326454,0.90189762,FALSE,FALSE
PPARGC1B,0.94452588,0.006449198,0.005650372,-0.190773978,NA,NA,FALSE,FALSE
SOCS5,0.944718075,0.036633682,0.048441902,0.403084805,0.536357909,0.591711215,FALSE,FALSE
C2orf69,0.944718853,0.039409146,0.036648561,-0.104773959,-0.199478111,0.841888764,FALSE,FALSE
YAE1D1,0.945085768,0.058778419,0.065580139,0.1579724,0.387765795,0.69818936,FALSE,FALSE
UBE2Q1,0.945128341,0.019858495,0.023785285,0.260313034,0.949936134,0.342144705,FALSE,FALSE
FAM78B,0.945128341,0.022512208,0.026313988,0.225122351,0.397404852,0.691068938,FALSE,FALSE
PARP14,0.945128341,0.050299429,0.05932611,0.238125144,1.309497957,0.190365729,FALSE,FALSE
NR3C2,0.945128341,0.493338341,0.518008165,0.070397424,0.715844321,0.474087482,FALSE,FALSE
NRSN1,0.945128341,0.008304359,0.009633002,0.214116741,NA,NA,FALSE,FALSE
PSMG3,0.945128341,0.010129385,0.007772625,-0.382072911,0.80152456,0.422828032,FALSE,FALSE
RALA,0.945128341,0.066813774,0.067687258,0.018738703,0.718364003,0.472532876,FALSE,FALSE
ARHGEF40,0.945128341,0.101981752,0.111198457,0.12482575,1.14968692,0.250272844,FALSE,FALSE
C16orf87,0.945128341,0.020687928,0.020768834,0.005631025,0.764765613,0.444411127,FALSE,FALSE
ZNF429,0.945128341,0.054374446,0.059161565,0.12173142,1.19199927,0.233261531,FALSE,FALSE
FYTTD1,0.945252191,0.039523922,0.037861347,-0.062000369,0.787918813,0.430744196,FALSE,FALSE
MRPL51,0.945252191,0.060645173,0.071016628,0.227764039,0.82481565,0.40947626,FALSE,FALSE
ARHGEF2,0.94528557,0.02206428,0.0295087,0.419427712,0.674676103,0.49988157,FALSE,FALSE
THUMPD2,0.94528557,0.045582263,0.056088965,0.299244408,1.061763294,0.288343157,FALSE,FALSE
LYPD1,0.94528557,0.027645269,0.028861657,0.0621215,0.171205932,0.864061843,FALSE,FALSE
PLPP1,0.94528557,0.404259744,0.436137866,0.109501705,1.27544663,0.202151203,FALSE,FALSE
FCHO2,0.94528557,0.070233937,0.072112796,0.038086956,0.992526849,0.320940589,FALSE,FALSE
POLA2,0.94528557,0.01396352,0.015419131,0.143058746,0.31591973,0.752063436,FALSE,FALSE
GXYLT1,0.94528557,0.034457806,0.032967598,-0.063782088,1.127637222,0.25947316,FALSE,FALSE
TMEM87A,0.94528557,0.183758035,0.201470459,0.13276098,0.924911516,0.355011936,FALSE,FALSE
SLC39A6,0.94528557,0.029383592,0.027112459,-0.116054816,0.533673691,0.593567314,FALSE,FALSE
ZNF561,0.94528557,0.020604694,0.014481098,-0.50880205,0.110248193,0.912212542,FALSE,FALSE
ILF3,0.94528557,0.091945422,0.082232199,-0.161074344,0.438274646,0.661187203,FALSE,FALSE
PSMC4,0.94528557,0.026751189,0.030896172,0.207825081,0.284573235,0.775971119,FALSE,FALSE
RPL18A,0.945545622,0.011726409,0.01649063,0.491885207,0.708467166,0.478655195,FALSE,FALSE
IRF2BP2,0.945551391,0.086962853,0.098520378,0.180022893,0.814389047,0.415422111,FALSE,FALSE
RRM2B,0.945691127,0.022992274,0.022742925,-0.015731349,0.352025648,0.724819028,FALSE,FALSE
GPM6A,0.945837493,7.534053861,7.558073759,0.004592251,-0.00840702,0.993292247,FALSE,FALSE
CBWD7,0.945944169,0.023443607,0.025996136,0.149102653,0.02477582,0.980233778,FALSE,FALSE
PI4K2B,0.945963649,0.00607814,0.007640763,0.330086732,NA,NA,FALSE,FALSE
FAM214B,0.946080476,0.047812503,0.055487798,0.214782616,0.243313452,0.807762584,FALSE,FALSE
KCNJ14,0.946145816,0.011445396,0.01411222,0.302177532,1.219141108,0.22279064,FALSE,FALSE
FNDC1,0.946254558,0.006149247,0.006194846,0.010658584,NA,NA,FALSE,FALSE
PLEKHM1,0.946254558,0.041269332,0.036038214,-0.19554257,0.145538279,0.884285895,FALSE,FALSE
SGOL2,0.946256133,0.033353281,0.035088116,0.07315383,0.356514472,0.721455316,FALSE,FALSE
TEX26,0.946256133,0.006500277,0.007666107,0.23799292,NA,NA,FALSE,FALSE
ST8SIA5,0.946256133,0.012769465,0.01853622,0.537649001,0.791815463,0.428468284,FALSE,FALSE
C19orf54,0.946256133,0.011636265,0.011862077,0.027728595,0.461916627,0.64414111,FALSE,FALSE
MAP3K7CL,0.946256133,0.006265907,0.006790987,0.116097731,NA,NA,FALSE,FALSE
RASSF4,0.946503392,0.22437455,0.218825581,-0.03612764,1.061695426,0.288373976,FALSE,FALSE
CHFR,0.946608144,0.086364206,0.102166522,0.242417122,1.003262039,0.315734447,FALSE,FALSE
ARSG,0.946859376,0.030190346,0.028634651,-0.076325241,0.727525985,0.466903803,FALSE,FALSE
GORAB,0.946902489,0.011806753,0.020153986,0.771453001,1.378058438,0.168185246,FALSE,FALSE
ARPP19,0.947012915,0.087093383,0.097121627,0.157229486,1.131662863,0.2577762,FALSE,FALSE
MROH6,0.947047089,0.007978267,0.008822011,0.145032045,NA,NA,FALSE,FALSE
SOCS4,0.947047089,0.020032645,0.02149836,0.101873714,0.657053062,0.511146799,FALSE,FALSE
MYDGF,0.947047089,0.05050867,0.060419522,0.25848372,0.496514369,0.619531552,FALSE,FALSE
LPIN2,0.947110413,0.165511024,0.168283211,0.023963938,0.317018381,0.751229655,FALSE,FALSE
ANGEL1,0.94762178,0.059679408,0.070053436,0.231222596,0.751931399,0.452092315,FALSE,FALSE
TACC3,0.947704552,0.005511893,0.009466991,0.780357988,NA,NA,FALSE,FALSE
ENPEP,0.947743343,0.005099057,0.006775349,0.410064816,NA,NA,FALSE,FALSE
EMC1,0.947895928,0.029329861,0.036395353,0.311384008,0.82023022,0.412084877,FALSE,FALSE
MOB4,0.947895928,0.028060349,0.027610206,-0.023331293,0.605592629,0.544785298,FALSE,FALSE
HES1,0.947895928,0.16824232,0.211013135,0.326792158,0.294584298,0.768311459,FALSE,FALSE
SLC26A2,0.947895928,0.014437033,0.018296663,0.341806282,0.632562931,0.527019101,FALSE,FALSE
MTUS1,0.947895928,0.338537898,0.359370613,0.086155092,1.623246435,0.104536735,FALSE,FALSE
SLC24A2,0.947895928,0.045362337,0.053493422,0.237866542,0.560510482,0.575131292,FALSE,FALSE
MYRF,0.947895928,0.006340975,0.009062307,0.515173675,NA,NA,FALSE,FALSE
C10orf90,0.947895928,0.073137842,0.083863609,0.197426858,0.820990629,0.411651606,FALSE,FALSE
IFT88,0.947895928,0.205565675,0.227910151,0.1488658,0.548355383,0.583447906,FALSE,FALSE
RHCG,0.947895928,0.021399015,0.019175265,-0.158297856,0.274970107,0.783339204,FALSE,FALSE
GDPD3,0.947895928,0.010932744,0.007637076,-0.517563381,NA,NA,FALSE,FALSE
FAM171A2,0.947895928,0.011115556,0.013079792,0.234759502,0.415848864,0.6775206,FALSE,FALSE
ZNF440,0.947895928,0.023309102,0.028213827,0.275508931,0.056895452,0.954628478,FALSE,FALSE
MAP3K2,0.94795574,0.141659232,0.172820917,0.286853217,1.360890846,0.173548187,FALSE,FALSE
TAPBP,0.947970079,0.13070147,0.142130977,0.120945653,0.91963685,0.357762563,FALSE,FALSE
C5orf45,0.947999554,0.069401877,0.091121441,0.392815876,1.063341411,0.287627152,FALSE,FALSE
OSTM1,0.947999554,0.094453862,0.110868813,0.231171902,0.643781399,0.519717197,FALSE,FALSE
DCAF5,0.947999554,0.203747698,0.209727019,0.04172897,0.342769418,0.731771935,FALSE,FALSE
ZNF665,0.947999554,0.046971446,0.054381385,0.211328896,0.334402994,0.73807548,FALSE,FALSE
HSPA2,0.948052515,0.072315618,0.077738449,0.104321068,0.764494694,0.444572497,FALSE,FALSE
HOMER2,0.948052515,0.051082309,0.070988735,0.474766355,0.81387844,0.415714593,FALSE,FALSE
USP8,0.948309589,0.112885229,0.127541998,0.176115671,0.695546424,0.486712929,FALSE,FALSE
RBM15B,0.94831964,0.015730461,0.012076018,-0.381416107,0.261892449,0.793404362,FALSE,FALSE
LMO4,0.948329399,0.093432493,0.095542183,0.032213472,0.300269539,0.763971566,FALSE,FALSE
USF1,0.948329399,0.013846916,0.012602182,-0.135891122,0.612340276,0.540312648,FALSE,FALSE
LGALS8,0.948329399,0.022317356,0.02302791,0.045217346,0.056820913,0.954687855,FALSE,FALSE
ULK4,0.948329399,0.181186285,0.204012639,0.171184774,1.597637337,0.110123712,FALSE,FALSE
CCDC158,0.948329399,0.008356226,0.004147239,-1.010700316,NA,NA,FALSE,FALSE
ACTR3C,0.948329399,0.023186305,0.027339873,0.237733576,0.167502873,0.866974387,FALSE,FALSE
ZFX,0.948329399,0.085737868,0.087552784,0.030220502,0.550014501,0.582309428,FALSE,FALSE
FNTA,0.948329399,0.030945522,0.03813872,0.301525779,0.659557987,0.509537522,FALSE,FALSE
EBAG9,0.948329399,0.025518998,0.028210606,0.144665983,0.785650328,0.432072371,FALSE,FALSE
DAPK1,0.948329399,0.28234954,0.299308234,0.084149685,1.015247239,0.309987988,FALSE,FALSE
PAPPA,0.948329399,0.012339461,0.018870931,0.612886205,0.304703071,0.760592311,FALSE,FALSE
TMEM203,0.948329399,0.01928238,0.015531378,-0.312097353,-0.60824188,0.543027062,FALSE,FALSE
EXPH5,0.948329399,0.040195103,0.041449067,0.044319889,0.793810971,0.427305485,FALSE,FALSE
ACADSB,0.948329399,0.056083991,0.063628147,0.182076093,0.82116694,0.411551185,FALSE,FALSE
RPAP3,0.948329399,0.028739533,0.040290715,0.487410778,0.883423194,0.377007664,FALSE,FALSE
XPOT,0.948329399,0.05538095,0.058842918,0.087478979,0.74542053,0.456017536,FALSE,FALSE
LRP10,0.948329399,0.06956177,0.080610636,0.212675566,0.359149744,0.71948307,FALSE,FALSE
E4F1,0.948329399,0.025751425,0.035815331,0.475924983,0.493831715,0.621425033,FALSE,FALSE
